store_id,item_id,cluster,cluster_label,average_demand,demand_variability,coefficient_of_variation,forecast_error,absolute_forecast_error,forecast_demand,recommended_stock
store_14,item_46,0,Permintaan Rendah,15.24,4.84,0.3173,-10.72,10.72,25.96,46
store_14,item_47,1,Permintaan Tinggi,42.34,10.16,0.2401,15.36,15.36,26.98,47
store_14,item_48,0,Permintaan Rendah,14.73,4.98,0.338,-10.22,10.22,24.95,45
store_14,item_49,0,Permintaan Rendah,18.17,5.47,0.3012,-5.4,5.49,23.57,43
store_14,item_5,1,Permintaan Tinggi,39.93,10.5,0.263,11.29,11.3,28.64,48
store_14,item_50,0,Permintaan Rendah,13.3,3.87,0.2907,-6.72,6.79,20.02,40
store_14,item_6,0,Permintaan Rendah,23.67,6.03,0.2549,1.41,2.82,22.26,42
store_14,item_7,0,Permintaan Rendah,20.83,5.36,0.2575,-3.95,4.25,24.78,45
store_14,item_8,1,Permintaan Tinggi,29.36,7.29,0.2484,3.27,3.85,26.09,46
store_14,item_9,0,Permintaan Rendah,16.83,5.2,0.3089,-10.33,10.33,27.16,47
store_15,item_1,1,Permintaan Tinggi,36.64,9.33,0.2547,10.69,10.69,25.95,46
store_15,item_10,1,Permintaan Tinggi,31.82,7.78,0.2444,6.48,6.64,25.33,45
store_15,item_11,0,Permintaan Rendah,11.51,4.21,0.3659,-10.03,10.05,21.54,41
store_15,item_12,1,Permintaan Tinggi,31.45,7.89,0.2509,10.39,10.4,21.05,41
store_15,item_13,1,Permintaan Tinggi,36.85,9.07,0.2461,11.99,11.99,24.86,45
store_15,item_14,1,Permintaan Tinggi,31.26,7.56,0.2419,6.98,7.0,24.28,44
store_15,item_15,0,Permintaan Rendah,15.17,4.68,0.3085,-6.95,6.99,22.12,42
store_15,item_16,0,Permintaan Rendah,9.24,3.86,0.4175,-11.35,11.35,20.59,40
store_15,item_17,1,Permintaan Tinggi,31.97,7.84,0.2453,10.45,10.45,21.52,41
store_15,item_18,1,Permintaan Tinggi,29.58,7.35,0.2486,5.9,5.91,23.67,44
store_15,item_19,1,Permintaan Tinggi,30.07,7.63,0.2537,5.0,5.15,25.07,45
store_15,item_2,0,Permintaan Rendah,18.41,5.42,0.2943,-0.91,2.97,19.32,39
store_15,item_20,1,Permintaan Tinggi,31.45,8.19,0.2606,8.09,8.09,23.36,43
store_15,item_21,0,Permintaan Rendah,11.08,3.84,0.3462,-9.28,9.28,20.36,40
store_15,item_22,0,Permintaan Rendah,19.25,5.15,0.2676,-1.86,2.84,21.11,41
store_15,item_23,1,Permintaan Tinggi,36.3,9.55,0.263,13.42,13.42,22.88,43
store_15,item_24,0,Permintaan Rendah,12.24,4.23,0.3451,-9.66,9.69,21.91,42
store_15,item_25,1,Permintaan Tinggi,32.99,8.45,0.256,6.93,7.11,26.06,46
store_15,item_26,0,Permintaan Rendah,26.55,7.64,0.2877,5.1,5.24,21.45,41
store_15,item_27,0,Permintaan Rendah,18.15,4.99,0.275,-4.93,5.13,23.08,43
store_15,item_28,0,Permintaan Rendah,10.83,4.06,0.3749,-12.71,12.71,23.54,43
store_15,item_29,0,Permintaan Rendah,17.9,4.85,0.2708,-8.91,8.91,26.81,47
store_15,item_3,0,Permintaan Rendah,20.38,6.29,0.3086,1.11,2.76,19.27,39
store_15,item_30,0,Permintaan Rendah,18.15,5.46,0.301,-8.92,8.92,27.07,47
store_15,item_31,1,Permintaan Tinggi,29.98,8.13,0.2711,5.99,6.17,23.99,44
store_15,item_32,0,Permintaan Rendah,27.11,7.22,0.2664,4.22,4.57,22.89,43
store_15,item_33,1,Permintaan Tinggi,34.02,7.97,0.2343,11.77,11.77,22.25,42
store_15,item_34,1,Permintaan Tinggi,34.96,9.15,0.2618,12.23,12.23,22.73,43
store_15,item_35,0,Permintaan Rendah,22.78,6.06,0.266,0.58,2.67,22.2,42
store_15,item_36,0,Permintaan Rendah,12.72,3.97,0.3123,-11.11,11.11,23.84,44
store_15,item_37,1,Permintaan Tinggi,29.46,7.66,0.2599,7.03,7.1,22.43,42
store_15,item_38,1,Permintaan Tinggi,30.16,7.95,0.2636,10.89,10.89,19.28,39
store_15,item_39,0,Permintaan Rendah,24.53,6.32,0.2576,2.91,3.57,21.62,41
store_15,item_4,0,Permintaan Rendah,16.73,4.82,0.288,-5.87,5.89,22.6,42
store_15,item_40,1,Permintaan Tinggi,30.66,7.11,0.2318,5.05,5.3,25.61,45
store_15,item_41,0,Permintaan Rendah,23.26,6.02,0.2586,-0.44,2.82,23.7,44
store_15,item_42,0,Permintaan Rendah,24.38,6.62,0.2715,1.62,2.88,22.76,43
store_15,item_43,0,Permintaan Rendah,20.89,5.7,0.2726,-2.01,2.93,22.9,43
store_15,item_44,0,Permintaan Rendah,10.01,3.54,0.3534,-13.96,13.96,23.97,44
store_15,item_45,0,Permintaan Rendah,25.94,6.9,0.2661,4.83,5.04,21.11,41
store_15,item_46,0,Permintaan Rendah,11.84,4.24,0.358,-10.19,10.21,22.03,42
store_15,item_47,1,Permintaan Tinggi,34.56,7.62,0.2205,10.78,10.78,23.78,44
store_15,item_48,0,Permintaan Rendah,11.8,4.27,0.3613,-11.99,11.99,23.79,44
store_15,item_49,0,Permintaan Rendah,14.9,4.85,0.3253,-8.4,8.4,23.31,43
store_15,item_5,1,Permintaan Tinggi,32.55,8.13,0.2498,7.05,7.13,25.5,45
store_15,item_50,0,Permintaan Rendah,10.72,3.93,0.3667,-13.34,13.34,24.07,44
store_15,item_6,0,Permintaan Rendah,19.03,5.14,0.2701,-5.34,5.48,24.38,44
store_15,item_7,0,Permintaan Rendah,16.96,4.8,0.2832,-6.26,6.38,23.22,43
store_15,item_8,0,Permintaan Rendah,24.57,6.99,0.2845,1.93,2.98,22.64,42
store_15,item_9,0,Permintaan Rendah,13.47,4.07,0.3024,-10.67,10.69,24.14,44
store_16,item_1,1,Permintaan Tinggi,38.7,9.58,0.2474,13.51,13.51,25.19,45
store_16,item_10,1,Permintaan Tinggi,33.69,7.92,0.2351,11.93,11.93,21.76,42
store_16,item_11,0,Permintaan Rendah,12.47,4.48,0.3596,-5.42,5.57,17.89,38
store_16,item_12,1,Permintaan Tinggi,32.93,8.26,0.2509,7.27,7.36,25.67,46
store_16,item_13,1,Permintaan Tinggi,39.05,9.24,0.2366,17.04,17.04,22.01,42
store_16,item_14,1,Permintaan Tinggi,33.42,8.76,0.262,11.53,11.53,21.88,42
store_16,item_15,0,Permintaan Rendah,15.98,4.97,0.3112,-5.98,6.03,21.96,42
store_16,item_16,0,Permintaan Rendah,9.97,3.94,0.3951,-15.05,15.05,25.03,45
store_16,item_17,1,Permintaan Tinggi,34.61,9.27,0.268,10.88,10.88,23.73,44
store_16,item_18,1,Permintaan Tinggi,31.65,7.91,0.2498,8.34,8.34,23.31,43
store_16,item_19,1,Permintaan Tinggi,32.0,7.83,0.2448,9.36,9.37,22.64,43
store_16,item_2,0,Permintaan Rendah,20.09,5.16,0.2568,-3.09,3.51,23.18,43
store_16,item_20,1,Permintaan Tinggi,33.74,8.01,0.2372,8.1,8.22,25.65,46
store_16,item_21,0,Permintaan Rendah,11.66,4.41,0.3781,-6.9,7.04,18.57,38
store_16,item_22,0,Permintaan Rendah,20.86,6.19,0.2968,0.27,3.12,20.59,40
store_16,item_23,1,Permintaan Tinggi,38.04,9.62,0.2528,15.87,15.87,22.18,42
store_16,item_24,0,Permintaan Rendah,13.87,4.43,0.3195,-9.03,9.03,22.9,43
store_16,item_25,1,Permintaan Tinggi,36.35,9.35,0.2573,14.01,14.01,22.34,42
store_16,item_26,1,Permintaan Tinggi,28.71,7.42,0.2584,6.08,6.2,22.64,42
store_16,item_27,0,Permintaan Rendah,20.21,5.78,0.2859,-4.89,5.13,25.11,45
store_16,item_28,0,Permintaan Rendah,12.01,4.34,0.3611,-10.87,10.87,22.89,43
store_16,item_29,0,Permintaan Rendah,19.4,5.21,0.2684,-4.39,4.68,23.79,44
store_16,item_3,0,Permintaan Rendah,22.1,5.54,0.2508,-0.39,2.53,22.5,42
store_16,item_30,0,Permintaan Rendah,19.7,5.41,0.2745,-5.68,5.87,25.37,45
store_16,item_31,1,Permintaan Tinggi,32.04,8.63,0.2692,6.97,7.11,25.07,45
store_16,item_32,1,Permintaan Tinggi,29.42,7.19,0.2443,3.12,3.81,26.3,46
store_16,item_33,1,Permintaan Tinggi,37.47,10.09,0.2693,11.77,11.77,25.7,46
store_16,item_34,1,Permintaan Tinggi,36.72,9.09,0.2475,13.45,13.45,23.27,43
store_16,item_35,0,Permintaan Rendah,24.25,6.59,0.2719,0.56,2.47,23.69,44
store_16,item_36,0,Permintaan Rendah,13.75,4.5,0.3273,-6.69,6.74,20.44,40
store_16,item_37,1,Permintaan Tinggi,31.95,7.72,0.2416,5.85,5.9,26.09,46
store_16,item_38,1,Permintaan Tinggi,32.14,7.59,0.236,13.87,13.87,18.27,38
store_16,item_39,0,Permintaan Rendah,26.69,6.49,0.2431,1.27,2.76,25.42,45
store_16,item_4,0,Permintaan Rendah,18.35,5.94,0.3236,-5.09,5.21,23.44,43
store_16,item_40,1,Permintaan Tinggi,32.94,8.72,0.2648,11.3,11.3,21.64,42
store_16,item_41,0,Permintaan Rendah,25.15,5.87,0.2336,-0.62,2.57,25.77,46
store_16,item_42,0,Permintaan Rendah,25.31,6.65,0.2627,3.38,3.97,21.93,42
store_16,item_43,0,Permintaan Rendah,23.1,6.1,0.264,2.91,3.53,20.19,40
store_16,item_44,0,Permintaan Rendah,11.15,3.82,0.3421,-8.31,8.36,19.46,39
store_16,item_45,0,Permintaan Rendah,28.24,7.75,0.2744,6.96,6.97,21.28,41
store_16,item_46,0,Permintaan Rendah,13.52,4.27,0.3158,-10.56,10.56,24.09,44
store_16,item_47,1,Permintaan Tinggi,38.02,9.72,0.2557,13.66,13.66,24.35,44
store_16,item_48,0,Permintaan Rendah,12.92,4.55,0.3521,-7.64,7.64,20.57,40
store_16,item_49,0,Permintaan Rendah,15.77,4.47,0.2834,-7.43,7.46,23.2,43
store_16,item_5,1,Permintaan Tinggi,34.22,8.32,0.2432,10.93,10.96,23.28,43
store_16,item_50,0,Permintaan Rendah,11.53,4.12,0.3573,-11.88,11.88,23.42,43
store_16,item_6,0,Permintaan Rendah,20.78,6.13,0.2949,-4.58,4.83,25.36,45
store_16,item_7,0,Permintaan Rendah,18.37,5.14,0.2796,-1.5,2.77,19.87,40
store_16,item_8,0,Permintaan Rendah,25.95,6.79,0.2615,4.22,4.47,21.74,42
store_16,item_9,0,Permintaan Rendah,14.89,4.42,0.2971,-3.82,4.16,18.71,39
store_17,item_1,1,Permintaan Tinggi,40.08,8.48,0.2117,15.79,15.79,24.29,44
store_17,item_10,1,Permintaan Tinggi,34.7,8.51,0.2453,10.98,10.98,23.72,44
store_17,item_11,0,Permintaan Rendah,12.33,3.71,0.3006,-11.07,11.07,23.4,43
store_17,item_12,1,Permintaan Tinggi,34.54,8.71,0.2522,8.74,8.79,25.8,46
store_17,item_13,1,Permintaan Tinggi,41.06,9.61,0.234,16.11,16.11,24.95,45
store_17,item_14,1,Permintaan Tinggi,33.8,8.5,0.2514,12.1,12.1,21.7,42
store_17,item_15,0,Permintaan Rendah,16.36,4.79,0.2929,-4.51,4.95,20.87,41
store_17,item_16,0,Permintaan Rendah,10.51,3.68,0.3504,-11.52,11.52,22.03,42
store_17,item_17,1,Permintaan Tinggi,35.29,8.14,0.2306,14.8,14.8,20.49,40
store_17,item_18,1,Permintaan Tinggi,32.19,8.44,0.2622,6.18,6.24,26.01,46
store_17,item_19,1,Permintaan Tinggi,32.98,7.95,0.2409,7.74,7.8,25.24,45
store_17,item_2,0,Permintaan Rendah,20.16,5.52,0.2737,-1.39,2.69,21.55,41
store_17,item_20,1,Permintaan Tinggi,34.1,8.3,0.2433,8.75,8.8,25.35,45
store_17,item_21,0,Permintaan Rendah,12.76,4.74,0.3713,-10.42,10.42,23.18,43
store_17,item_22,0,Permintaan Rendah,21.43,5.94,0.2773,1.1,2.86,20.33,40
store_17,item_23,1,Permintaan Tinggi,39.34,8.73,0.222,16.78,16.78,22.55,42
store_17,item_24,0,Permintaan Rendah,13.59,4.52,0.3323,-7.24,7.26,20.83,41
store_17,item_25,1,Permintaan Tinggi,37.62,9.51,0.2527,15.45,15.45,22.17,42
store_17,item_26,1,Permintaan Tinggi,29.12,7.01,0.2405,6.19,6.21,22.94,43
store_17,item_27,0,Permintaan Rendah,20.43,5.31,0.2596,-1.07,2.6,21.51,41
store_17,item_28,0,Permintaan Rendah,12.09,3.89,0.3217,-12.46,12.46,24.55,44
store_17,item_29,0,Permintaan Rendah,20.15,5.46,0.271,-0.73,2.69,20.88,41
store_17,item_3,0,Permintaan Rendah,22.13,5.53,0.2497,-0.85,2.36,22.98,43
store_17,item_30,0,Permintaan Rendah,20.84,6.14,0.2944,-0.46,2.55,21.3,41
store_17,item_31,1,Permintaan Tinggi,33.01,8.32,0.2521,7.62,7.72,25.39,45
store_17,item_32,1,Permintaan Tinggi,29.6,7.57,0.2556,3.94,4.45,25.66,46
store_17,item_33,1,Permintaan Tinggi,37.37,9.89,0.2646,15.54,15.54,21.83,42
store_17,item_34,1,Permintaan Tinggi,37.93,9.37,0.2471,13.18,13.18,24.75,45
store_17,item_35,0,Permintaan Rendah,24.85,6.24,0.2512,2.34,3.4,22.51,42
store_17,item_36,0,Permintaan Rendah,13.72,4.21,0.3066,-6.55,6.6,20.28,40
store_17,item_37,1,Permintaan Tinggi,31.37,6.91,0.2202,7.71,7.71,23.66,44
store_17,item_38,1,Permintaan Tinggi,33.11,7.92,0.2393,6.77,6.8,26.34,46
store_17,item_39,0,Permintaan Rendah,27.72,6.48,0.2339,6.49,6.51,21.23,41
store_17,item_4,0,Permintaan Rendah,18.97,5.47,0.2884,1.97,3.41,17.0,37
store_17,item_40,1,Permintaan Tinggi,34.45,8.25,0.2396,11.68,11.7,22.77,43
store_17,item_41,0,Permintaan Rendah,25.8,6.11,0.2368,1.26,2.58,24.54,44
store_17,item_42,0,Permintaan Rendah,26.7,6.64,0.2489,3.37,3.81,23.32,43
store_17,item_43,0,Permintaan Rendah,24.0,5.95,0.2478,-0.31,2.38,24.31,44
store_17,item_44,0,Permintaan Rendah,10.62,3.73,0.3513,-16.59,16.59,27.21,47
store_17,item_45,1,Permintaan Tinggi,28.63,7.77,0.2713,6.29,6.41,22.34,42
store_17,item_46,0,Permintaan Rendah,13.55,4.38,0.323,-8.92,8.94,22.47,42
store_17,item_47,1,Permintaan Tinggi,39.07,8.67,0.2219,15.67,15.67,23.39,43
store_17,item_48,0,Permintaan Rendah,13.13,4.37,0.3326,-9.05,9.06,22.18,42
store_17,item_49,0,Permintaan Rendah,16.36,5.17,0.3161,-7.31,7.43,23.67,44
store_17,item_5,1,Permintaan Tinggi,36.87,9.59,0.26,13.26,13.26,23.61,43
store_17,item_50,0,Permintaan Rendah,12.08,3.96,0.3279,-7.8,7.84,19.88,40
store_17,item_6,0,Permintaan Rendah,20.77,5.71,0.2751,-2.34,3.23,23.11,43
store_17,item_7,0,Permintaan Rendah,19.2,5.67,0.2956,-4.48,4.77,23.68,44
store_17,item_8,0,Permintaan Rendah,26.6,7.2,0.2706,7.35,7.41,19.25,39
store_17,item_9,0,Permintaan Rendah,14.41,4.68,0.3245,-5.13,5.46,19.54,39
store_18,item_1,1,Permintaan Tinggi,40.99,8.98,0.219,16.87,16.87,24.11,44
store_18,item_10,1,Permintaan Tinggi,36.23,8.2,0.2263,15.67,15.67,20.56,40
store_18,item_11,0,Permintaan Rendah,12.94,3.92,0.3032,-10.11,10.11,23.05,43
store_18,item_12,1,Permintaan Tinggi,35.74,8.66,0.2423,10.07,10.09,25.67,46
store_18,item_13,1,Permintaan Tinggi,41.92,8.89,0.212,19.61,19.61,22.31,42
store_18,item_14,1,Permintaan Tinggi,35.49,8.88,0.2502,10.6,10.61,24.89,45
store_18,item_15,0,Permintaan Rendah,17.03,4.84,0.2844,-7.97,7.97,25.0,45
store_18,item_16,0,Permintaan Rendah,10.8,4.29,0.397,-11.52,11.52,22.32,42
store_18,item_17,1,Permintaan Tinggi,36.77,8.45,0.2298,16.15,16.15,20.62,40
store_18,item_18,1,Permintaan Tinggi,33.44,8.17,0.2444,10.41,10.41,23.04,43
store_18,item_19,1,Permintaan Tinggi,33.82,8.52,0.252,7.61,7.63,26.21,46
store_18,item_2,0,Permintaan Rendah,21.24,5.96,0.2805,-1.61,2.85,22.85,43
store_18,item_20,1,Permintaan Tinggi,35.92,9.56,0.2662,15.31,15.31,20.61,40
store_18,item_21,0,Permintaan Rendah,13.36,4.11,0.3078,-9.98,9.98,23.33,43
store_18,item_22,0,Permintaan Rendah,22.03,5.8,0.2634,-1.44,3.0,23.47,43
store_18,item_23,1,Permintaan Tinggi,41.47,9.91,0.239,16.91,16.91,24.56,44
store_18,item_24,0,Permintaan Rendah,15.03,4.82,0.3209,-6.59,6.69,21.62,41
store_18,item_25,1,Permintaan Tinggi,37.8,9.06,0.2397,12.16,12.16,25.65,46
store_18,item_26,1,Permintaan Tinggi,30.35,7.99,0.2634,7.1,7.12,23.26,43
store_18,item_27,0,Permintaan Rendah,21.26,6.1,0.287,0.1,2.55,21.15,41
store_18,item_28,0,Permintaan Rendah,12.83,4.09,0.319,-10.11,10.11,22.94,43
store_18,item_29,0,Permintaan Rendah,20.74,5.93,0.2857,-0.58,2.88,21.33,41
store_18,item_3,0,Permintaan Rendah,23.47,6.36,0.271,0.15,2.74,23.31,43
store_18,item_30,0,Permintaan Rendah,20.81,5.84,0.2805,-1.95,2.97,22.76,43
store_18,item_31,1,Permintaan Tinggi,34.07,7.89,0.2317,9.56,9.59,24.51,44
store_18,item_32,1,Permintaan Tinggi,31.19,7.34,0.2354,3.74,4.36,27.45,47
store_18,item_33,1,Permintaan Tinggi,38.56,9.2,0.2385,13.69,13.69,24.87,45
store_18,item_34,1,Permintaan Tinggi,39.78,9.93,0.2496,14.87,14.87,24.91,45
store_18,item_35,0,Permintaan Rendah,25.63,6.98,0.2724,4.48,4.85,21.15,41
store_18,item_36,0,Permintaan Rendah,14.16,4.63,0.3271,-7.34,7.36,21.5,41
store_18,item_37,1,Permintaan Tinggi,33.56,8.26,0.246,9.83,9.83,23.73,44
store_18,item_38,1,Permintaan Tinggi,34.95,8.39,0.24,10.22,10.22,24.73,45
store_18,item_39,1,Permintaan Tinggi,28.93,7.23,0.2498,3.12,3.79,25.82,46
store_18,item_4,0,Permintaan Rendah,19.47,5.56,0.2855,-3.29,3.85,22.77,43
store_18,item_40,1,Permintaan Tinggi,35.88,9.03,0.2517,10.27,10.27,25.61,45
store_18,item_41,0,Permintaan Rendah,26.72,7.66,0.2865,4.83,5.07,21.9,42
store_18,item_42,1,Permintaan Tinggi,28.15,7.35,0.2611,3.15,3.66,25.0,45
store_18,item_43,0,Permintaan Rendah,24.49,6.37,0.2599,-2.16,3.23,26.65,47
store_18,item_44,0,Permintaan Rendah,11.24,4.21,0.3747,-15.28,15.28,26.52,46
store_18,item_45,1,Permintaan Tinggi,29.95,8.08,0.2697,6.28,6.41,23.66,44
store_18,item_46,0,Permintaan Rendah,14.54,4.44,0.3052,-9.96,9.96,24.5,44
store_18,item_47,1,Permintaan Tinggi,39.8,9.02,0.2267,15.98,15.98,23.82,44
store_18,item_48,0,Permintaan Rendah,13.64,4.26,0.3123,-7.94,7.96,21.58,41
store_18,item_49,0,Permintaan Rendah,16.78,4.8,0.2863,-5.56,5.71,22.34,42
store_18,item_5,1,Permintaan Tinggi,37.54,8.68,0.2313,11.34,11.34,26.19,46
store_18,item_50,0,Permintaan Rendah,12.26,4.14,0.3378,-12.41,12.41,24.67,45
store_18,item_6,0,Permintaan Rendah,22.28,6.11,0.2743,-0.99,2.74,23.28,43
store_18,item_7,0,Permintaan Rendah,20.45,5.44,0.2659,-2.81,3.53,23.26,43
store_18,item_8,0,Permintaan Rendah,28.21,7.25,0.2568,6.4,6.52,21.82,42
store_18,item_9,0,Permintaan Rendah,15.29,4.8,0.3136,-4.6,4.9,19.89,40
store_19,item_1,1,Permintaan Tinggi,46.83,11.38,0.243,19.25,19.25,27.58,47
store_19,item_10,1,Permintaan Tinggi,40.89,9.34,0.2284,13.15,13.17,27.73,48
store_19,item_11,0,Permintaan Rendah,14.99,5.0,0.3338,-10.07,10.07,25.05,45
store_19,item_12,1,Permintaan Tinggi,40.21,9.83,0.2444,15.39,15.39,24.82,45
store_19,item_13,1,Permintaan Tinggi,47.5,11.4,0.2401,22.14,22.14,25.36,45
store_19,item_14,1,Permintaan Tinggi,40.77,10.79,0.2647,17.88,17.88,22.88,43
store_19,item_15,0,Permintaan Rendah,19.46,5.49,0.282,-4.25,4.44,23.71,44
store_19,item_16,0,Permintaan Rendah,12.77,4.71,0.3685,-7.41,7.42,20.18,40
store_19,item_17,1,Permintaan Tinggi,41.64,9.89,0.2375,12.4,12.4,29.24,49
store_19,item_18,1,Permintaan Tinggi,37.25,9.15,0.2457,13.41,13.41,23.84,44
store_19,item_19,1,Permintaan Tinggi,39.15,9.76,0.2494,14.89,14.89,24.26,44
store_19,item_2,0,Permintaan Rendah,24.02,5.73,0.2387,-2.72,3.31,26.74,47
store_19,item_20,1,Permintaan Tinggi,40.26,9.12,0.2266,13.58,13.58,26.67,47
store_19,item_21,0,Permintaan Rendah,14.91,4.94,0.331,-5.0,5.38,19.92,40
store_19,item_22,0,Permintaan Rendah,24.73,6.26,0.2531,0.72,2.7,24.01,44
store_19,item_23,1,Permintaan Tinggi,46.41,10.78,0.2323,20.96,20.96,25.45,45
store_19,item_24,0,Permintaan Rendah,16.1,4.35,0.2702,-1.5,2.93,17.59,37
store_19,item_25,1,Permintaan Tinggi,43.77,11.92,0.2723,20.43,20.43,23.35,43
store_19,item_26,1,Permintaan Tinggi,35.13,8.5,0.2419,10.02,10.02,25.11,45
store_19,item_27,0,Permintaan Rendah,24.29,5.9,0.2429,4.44,4.66,19.86,40
store_19,item_28,0,Permintaan Rendah,14.31,4.61,0.3225,-7.91,7.93,22.22,42
store_19,item_29,0,Permintaan Rendah,23.58,6.03,0.2556,-3.08,3.73,26.66,47
store_19,item_3,0,Permintaan Rendah,26.18,6.96,0.2658,2.52,3.32,23.66,44
store_19,item_30,0,Permintaan Rendah,23.97,6.38,0.266,2.8,3.59,21.17,41
store_19,item_31,1,Permintaan Tinggi,38.99,9.06,0.2323,10.84,10.84,28.16,48
store_19,item_32,1,Permintaan Tinggi,35.12,9.02,0.2569,8.55,8.56,26.56,46
store_19,item_33,1,Permintaan Tinggi,44.12,11.26,0.2551,16.18,16.18,27.95,48
store_19,item_34,1,Permintaan Tinggi,44.7,10.25,0.2294,16.54,16.54,28.16,48
store_19,item_35,1,Permintaan Tinggi,29.76,7.91,0.2657,6.06,6.21,23.7,44
store_19,item_36,0,Permintaan Rendah,16.4,5.33,0.3251,-9.07,9.07,25.48,45
store_19,item_37,1,Permintaan Tinggi,38.11,9.95,0.261,14.17,14.17,23.93,44
store_19,item_38,1,Permintaan Tinggi,39.5,9.73,0.2463,15.52,15.52,23.98,44
store_19,item_39,1,Permintaan Tinggi,32.43,7.68,0.2368,10.07,10.07,22.36,42
store_19,item_4,0,Permintaan Rendah,21.77,5.42,0.249,-0.49,2.59,22.26,42
store_19,item_40,1,Permintaan Tinggi,40.83,9.62,0.2357,21.48,21.48,19.35,39
store_19,item_41,1,Permintaan Tinggi,30.14,7.18,0.2381,6.14,6.25,24.01,44
store_19,item_42,1,Permintaan Tinggi,31.62,8.84,0.2795,9.05,9.07,22.58,42
store_19,item_43,0,Permintaan Rendah,27.95,7.53,0.2696,6.05,6.17,21.9,42
store_19,item_44,0,Permintaan Rendah,12.82,4.01,0.3132,-8.08,8.08,20.9,41
store_19,item_45,1,Permintaan Tinggi,34.55,8.17,0.2364,7.41,7.44,27.14,47
store_19,item_46,0,Permintaan Rendah,16.41,4.79,0.2917,-7.22,7.24,23.64,43
store_19,item_47,1,Permintaan Tinggi,45.65,12.02,0.2634,18.06,18.06,27.59,47
store_19,item_48,0,Permintaan Rendah,15.05,4.82,0.3204,-8.83,8.85,23.88,44
store_19,item_49,0,Permintaan Rendah,18.77,5.44,0.2901,-2.42,3.34,21.19,41
store_19,item_5,1,Permintaan Tinggi,42.18,10.1,0.2396,17.53,17.53,24.65,45
store_19,item_50,0,Permintaan Rendah,13.45,4.38,0.3258,-6.42,6.46,19.87,40
store_19,item_6,0,Permintaan Rendah,25.86,6.74,0.2607,-0.61,2.85,26.46,46
store_19,item_7,0,Permintaan Rendah,22.75,6.42,0.2823,-4.34,4.6,27.09,47
store_19,item_8,1,Permintaan Tinggi,32.52,8.15,0.2506,7.56,7.56,24.95,45
store_19,item_9,0,Permintaan Rendah,17.66,4.77,0.2701,-5.96,6.07,23.62,43
store_2,item_1,1,Permintaan Tinggi,46.35,11.23,0.2422,19.59,19.59,26.76,47
store_2,item_10,1,Permintaan Tinggi,39.77,9.71,0.2442,14.99,14.99,24.78,45
store_2,item_11,0,Permintaan Rendah,14.84,5.13,0.3459,-8.08,8.09,22.92,43
store_2,item_12,1,Permintaan Tinggi,39.53,9.56,0.242,9.08,9.11,30.45,50
store_2,item_13,1,Permintaan Tinggi,46.62,11.22,0.2406,22.36,22.36,24.26,44
store_2,item_14,1,Permintaan Tinggi,39.57,9.44,0.2385,13.81,13.81,25.76,46
store_2,item_15,0,Permintaan Rendah,19.03,5.84,0.3068,-6.55,6.63,25.58,45
store_2,item_16,0,Permintaan Rendah,11.74,4.41,0.3751,-4.51,4.98,16.25,36
store_2,item_17,1,Permintaan Tinggi,40.69,10.2,0.2507,16.3,16.3,24.39,44
store_2,item_18,1,Permintaan Tinggi,37.25,10.08,0.2707,15.21,15.21,22.04,42
store_2,item_19,1,Permintaan Tinggi,38.19,9.6,0.2515,12.5,12.5,25.69,46
store_2,item_2,0,Permintaan Rendah,23.46,6.09,0.2594,-2.12,3.32,25.58,45
store_2,item_20,1,Permintaan Tinggi,39.64,9.75,0.246,15.7,15.7,23.94,44
store_2,item_21,0,Permintaan Rendah,14.32,4.56,0.3186,-9.2,9.22,23.52,43
store_2,item_22,0,Permintaan Rendah,24.03,6.14,0.2554,-0.32,2.79,24.35,44
store_2,item_23,1,Permintaan Tinggi,45.51,11.2,0.246,21.34,21.34,24.16,44
store_2,item_24,0,Permintaan Rendah,16.08,4.94,0.3074,-4.22,4.7,20.3,40
store_2,item_25,1,Permintaan Tinggi,42.83,10.69,0.2495,18.37,18.37,24.47,44
store_2,item_26,1,Permintaan Tinggi,33.27,7.41,0.2226,8.78,8.81,24.49,44
store_2,item_27,0,Permintaan Rendah,23.32,6.11,0.2621,-1.56,3.0,24.88,45
store_2,item_28,0,Permintaan Rendah,14.24,4.49,0.3154,-6.86,6.9,21.1,41
store_2,item_29,0,Permintaan Rendah,23.12,5.96,0.2579,-1.44,2.91,24.56,44
store_2,item_3,0,Permintaan Rendah,25.39,6.17,0.2432,1.78,2.7,23.61,43
store_2,item_30,0,Permintaan Rendah,23.03,6.06,0.2631,-1.22,2.77,24.25,44
store_2,item_31,1,Permintaan Tinggi,37.72,9.79,0.2595,10.42,10.42,27.31,47
store_2,item_32,1,Permintaan Tinggi,34.02,7.96,0.2341,11.32,11.32,22.7,43
store_2,item_33,1,Permintaan Tinggi,43.09,11.6,0.2693,20.1,20.1,22.99,43
store_2,item_34,1,Permintaan Tinggi,43.85,10.59,0.2416,18.53,18.53,25.32,45
store_2,item_35,1,Permintaan Tinggi,29.06,8.07,0.2776,2.79,3.66,26.27,46
store_2,item_36,0,Permintaan Rendah,15.9,4.52,0.2846,-5.14,5.37,21.03,41
store_2,item_37,1,Permintaan Tinggi,36.86,9.15,0.2482,12.63,12.63,24.23,44
